time_h,gs_name,sat_id,distance_km,elevation_deg,fspl_db,atm_loss_db,rx_power_dbw,cn0_dbhz,snr_db,doppler_hz,link_margin_db
0.0,Vladimir,103,1150.93075,0.0,157.62,34.38,-159.0,42.98,-27.12,38643.9,7.98
0.0,Murmansk,84,1030.981625,0.0,156.66,34.38,-158.04,43.94,-26.16,38643.9,8.94
0.0,Novosibirsk,26,1192.059125,0.0,157.92,34.38,-159.3,42.68,-27.42,38643.9,7.68
0.0,Zheleznogorsk,143,1071.397,0.0,156.99,34.38,-158.37,43.6,-26.5,38643.9,8.6
0.0,Yakutsk,66,1073.948875,0.0,157.02,34.38,-158.39,43.58,-26.52,38643.9,8.58
0.0,Khabarovsk,67,1194.548125,0.0,157.94,34.38,-159.32,42.66,-27.44,38643.9,7.66
0.0,Vladivostok,182,998.5378125,0.0,156.38,34.38,-157.76,44.21,-25.88,38643.9,9.21
0.0,Minsk,287,1218.737875,0.0,158.11,34.38,-159.49,42.48,-27.62,38643.9,7.48
0.0,Almaty,142,1104.159125,0.0,157.26,34.38,-158.64,43.34,-26.76,38643.9,8.34
0.0,Tehran,122,1045.90625,0.0,156.79,34.38,-158.16,43.81,-26.29,38643.9,8.81
0.0,Urumqi,27,1007.6233125,0.0,156.46,34.38,-157.84,44.14,-25.96,38643.9,9.14
0.0,Delhi,141,1049.5955,0.0,156.82,34.38,-158.2,43.78,-26.32,38643.9,8.78
0.0,Yangon,161,991.499125,0.0,156.32,34.38,-157.7,44.28,-25.82,38643.9,9.28
0.0,Jakarta,30,1039.323875,0.0,156.73,34.38,-158.11,43.87,-26.23,38643.9,8.87
0.0,Luanda,119,1115.826625,0.0,157.35,34.38,-158.73,43.25,-26.85,38643.9,8.25
0.0,Nairobi,120,1315.099125,0.0,158.77,34.38,-160.15,41.82,-28.28,38643.9,6.82
0.0,Johannesburg,138,1532.09925,0.0,160.1,34.38,-161.48,40.5,-29.6,38643.9,5.5
0.0,Havana,188,1582.389,0.0,160.38,34.38,-161.76,40.21,-29.88,38643.9,5.21
0.0,Caracas,189,1012.9929375,0.0,156.51,34.38,-157.89,44.09,-26.01,38643.9,9.09
0.0,Buenos_Aires,58,1083.68625,0.0,157.09,34.38,-158.47,43.5,-26.6,38643.9,8.5
0.16666666666666666,Vladimir,101,1032.7521875,0.0,156.68,34.38,-158.05,43.92,-26.18,38643.9,8.92
0.16666666666666666,Murmansk,4,1011.3800625,0.0,156.49,34.38,-157.87,44.1,-26.0,38643.9,9.1
0.16666666666666666,Novosibirsk,141,1180.795375,0.0,157.84,34.38,-159.22,42.76,-27.34,38643.9,7.76
0.16666666666666666,Zheleznogorsk,141,1032.65825,0.0,156.67,34.38,-158.05,43.92,-26.18,38643.9,8.92
0.16666666666666666,Yakutsk,162,1104.631,0.0,157.26,34.38,-158.64,43.34,-26.76,38643.9,8.34
0.16666666666666666,Khabarovsk,65,1090.511625,0.0,157.15,34.38,-158.53,43.45,-26.65,38643.9,8.45
0.16666666666666666,Vladivostok,65,1029.7110625,0.0,156.65,34.38,-158.03,43.95,-26.15,38643.9,8.95
0.16666666666666666,Minsk,285,1066.677625,0.0,156.96,34.38,-158.34,43.64,-26.46,38643.9,8.64
0.16666666666666666,Almaty,140,1029.4551875,0.0,156.65,34.38,-158.03,43.95,-26.15,38643.9,8.95
0.16666666666666666,Tehran,120,1035.960875,0.0,156.7,34.38,-158.08,43.89,-26.2,38643.9,8.89
0.16666666666666666,Urumqi,25,1004.0245,0.0,156.43,34.38,-157.81,44.17,-25.93,38643.9,9.17
0.16666666666666666,Delhi,159,1215.902,0.0,158.09,34.38,-159.47,42.5,-27.6,38643.9,7.5
0.16666666666666666,Yangon,179,1032.5210625,0.0,156.67,34.38,-158.05,43.92,-26.18,38643.9,8.92
0.16666666666666666,Jakarta,28,1074.924125,0.0,157.02,34.38,-158.4,43.57,-26.53,38643.9,8.57
0.16666666666666666,Luanda,117,1021.950875,0.0,156.58,34.38,-157.96,44.01,-26.09,38643.9,9.01
0.16666666666666666,Nairobi,138,1109.89275,0.0,157.3,34.38,-158.68,43.3,-26.8,38643.9,8.3
0.16666666666666666,Johannesburg,269,1364.296875,0.0,159.09,34.38,-160.47,41.5,-28.6,38643.9,6.5
